Request URL,title,publisher,date
http://www.rookiestew.com/hilarious-parody-arvind-kejriwal-funny-leave-rolling-down-laughter/,This Hilarious Parody About Arvind Kejriwal Is So Funny That It Will Leave You Rolling Down With Laughter,Post By: RS Staff,"Feb 9, 2015"
http://www.rookiestew.com/cheapest-romantic-sweet-delhi/,13 Cheapest Romantic Sweet Spots in Delhi,,"Feb 8, 2015"
http://www.rookiestew.com/hilarious-video-compilation-featuring-kiran-bedi-rahul-alia-crack/,"This Hilarious Video Compilation Featuring Kiran Bedi, Rahul Gandhi And Alia Will Crack You Up.",Post By: RS Staff,"Feb 7, 2015"
http://www.rookiestew.com/shit-indians-after-elections/,Shit Indians say after and about Elections,Post By: RS Staff,"Feb 7, 2015"
http://www.rookiestew.com/facts-true-they-sound-absolutely-utterly-unreal/,These 15 Facts Are So True That They Sound Absolutely And Utterly Unreal,,"Feb 6, 2015"
http://www.rookiestew.com/video-surely-give-reason-celebrate-valentines-day/,This Video Will Surely Give You A Reason to Celebrate This Valentines Day,"
Post By: RS Staff","Feb 6, 2015"
http://www.rookiestew.com/heart-melting-commercial-about-dad-will-cry/,This Heart Melting Thai Commercial About A Dad Will Surely Make You Cry,Post By: RS Staff,"Feb 6, 2015"
http://www.rookiestew.com/son-watching-aib-knockout-dad-funniest-today/,Son Watching AIB Knockout With Dad Is The Funniest Thing Youll See Today,Post By: RS Staff,"Feb 5, 2015"
http://www.rookiestew.com/reasons-india-talking-anna-hazare/,5 Reasons Why India Isnt Talking About Anna Hazare,Post By: RS Staff,"Feb 5, 2015"
http://www.rookiestew.com/girl-walked-streets-wearing-shorts-mms-people-watched-usual/,"A Girl Walked On Streets Wearing Shorts, A Man Shot Her MMS, And People Watched As Usual",Post By: RS Staff,"Feb 4, 2015"
http://www.rookiestew.com/rare-photographs-indian-history-amazed/,25 Rare Photographs From Indian History That Would Leave You Amazed,,"Feb 4, 2015"
http://www.rookiestew.com/man-who-molested-girl-on-flight-laughs-and-justifies-his-act-in-this-another-video/,Man Who Molested Girl On Flight Laughs And Justifies His Act In This Another Video,,"Feb 3, 2015"
http://www.rookiestew.com/answers-what-parents-catch-having-sex-thing-learn-today/,These Answers On What If Your Parents Catch You While Having Sex Might Just Be The Thing You Want To Learn Today,Post By: RS Staff,"Feb 3, 2015"
http://www.rookiestew.com/man-molested-girl-flight-taught-lesson-never-forget/,This Man Molested A Girl On Flight. She Taught Him A Lesson that Hed Never Forget,Post By: RS Staff,"Feb 2, 2015"
http://www.rookiestew.com/start-losing-grip-things-need-take-deep-breath-remember/,"When You Start Losing Grip Of Things In Life, All You Need Is To Take A Deep Breath And Remember This",Post By: RS Staff,"Feb 2, 2015"
http://www.rookiestew.com/reasons-kejriwal-should-another-to-delhis-next-cm/,4 Reasons Why Kejriwal Should Be Given Another Chance To Become Delhis Next CM,Post By: RS Staff,"Feb 2, 2015"
http://www.rookiestew.com/9-important-life-lessons-corporate-world/,9 Important Life-Lessons We All Learn From Corporate World,,"Feb 1, 2015"
http://www.rookiestew.com/indian-dudes-rocking-perfect-t-shirts-complex/,8 Indian Dudes Rocking These Perfect T-Shirts Will Give You A Complex,Post By: RS Staff,"Jan 31, 2015"
http://www.rookiestew.com/people-asked-they-their-sister-live-in-relationship-right-answers/,"These People Were Asked If Theyd Let Their Sister Into A Live-In Relationship, Gave Just The Right Answers",Post By: RS Staff,"Jan 31, 2015"
http://www.rookiestew.com/these-epic-indian-movie-action-scenes-will-put-hollywood-to-shame/,These Epic Indian Movie Action Scenes Will Put Hollywood To Shame,Post By: RS Staff,"Jan 30, 2015"
http://www.rookiestew.com/this-how-india-celebrated-republic-day-history/,This Is How India Celebrated Its Republic Day Back In History,Post By: RS Staff,"Jan 25, 2015"
http://www.rookiestew.com/unfortunate-brands-should-known-better/,15 Unfortunate Brands That Should Have Known Better,Post By: RS Staff,"Jan 24, 2015"
http://www.rookiestew.com/small-video-armed-forces-action-give-adrenaline-rush-life-time/,This Small Video Of Our Armed Forces In Action Will Give You An Adrenaline Rush Of A Life Time,Post By: RS Staff,"Jan 24, 2015"
http://www.rookiestew.com/super-hilarious-bengali-dinosaur-song-cry-tears-blood/,This Super-Hilarious Bengali Dinosaur Song Will Make You Cry Tears Of Blood,Post By: RS Staff,"Jan 23, 2015"
http://www.rookiestew.com/these-events-indian-history-definitely-proud-indian/,These 10 Events From Indian History Will Definitely Make You Feel A Proud Indian,Post By: RS Staff,"Jan 23, 2015"
http://www.rookiestew.com/moonwalking-traffic-policeman-going-indias-patented-michael-jackson/,This Moonwalking Traffic Policeman Is Going To Be Indias Own Patented Michael Jackson,Post By: RS Staff,"Jan 22, 2015"
http://www.rookiestew.com/girl-lost-purse-asked-people-help-what-they-said/,A Girl Lost Her Purse And Asked People For Help And This Is What They Said To Her,Post By: RS Staff,"Jan 22, 2015"
http://www.rookiestew.com/pictures-indian-borders-speak-peace-war/,8 Pictures Of Indian Borders That Speak More Of Peace Than War,Post By: RS Staff,"Jan 22, 2015"
http://www.rookiestew.com/surprising-facts-isis-will-leave-shell-shocked/,9 Surprising Facts About ISIS That Will Leave You Shell-Shocked,Post By: RS Staff,"Jan 21, 2015"
http://www.rookiestew.com/thought-being-comedian-easy-wait-hear-guys-out/,You Thought Being A Comedian Was Easy? Wait Till You Hear These Guys Out,Post By: RS Staff,"Jan 21, 2015"
http://www.rookiestew.com/anupam-kher-explainsarvind-kejriwal-destroyed-dreams-millions/,Watch How Kejriwal Upset Anupam Kher When He Became The Chief Minister Of Delhi,Post By: RS Staff,"Jan 21, 2015"
http://www.rookiestew.com/video-aptly-shows-kiran-bedi-absolute-right-qualities-become-delhis-cm/,This Video Contains Facts About Kiran Bedi That Skeptics Dont Know,Post By: RS Staff,"Jan 20, 2015"
http://www.rookiestew.com/little-kashmiri-boy-wants-blow-indians-shaheed/,This Little Kashmiri Boy Wants To Blow Up Indians And Be A Shaheed,Post By: RS Staff,"Jan 20, 2015"
http://www.rookiestew.com/beautiful-about-smiles-promoting-wrong-standards-beauty/,This Is A Beautiful Ad About Smiles But Is Promoting Wrong Standards Of Beauty,Post By: RS Staff,"Jan 20, 2015"
http://www.rookiestew.com/things-every-unemployed-graduate-relate/,10 Things Every Unemployed Graduate Would Relate To,Post By: RS Staff,"Jan 19, 2015"
http://www.rookiestew.com/pay-attention-delhi-girls-direct-woo-them/,Pay Attention Guys! Delhi Girls Direct You On How To Woo Them,Post By: RS Staff,"Jan 19, 2015"
http://www.rookiestew.com/posters-would-make-overwhelmed-nostalgia/,25 Posters That Would Make You Overwhelmed With Nostalgia,,"Jan 17, 2015"
http://www.rookiestew.com/signs-snarky-big-boss-fan/,10 Signs You Are A Snarky Big Boss Fan,Post By: RS Staff,"Jan 16, 2015"
http://www.rookiestew.com/nostalgia-inducing-posters-90s-kids-get/,8 Nostalgia Inducing Posters That Only 90s Kids Will Get,Post By: RS Staff,"Jan 16, 2015"
http://www.rookiestew.com/thoughts-while-attending-indian-wedding/,21 Thoughts You Have While Attending  An Indian Wedding,Post By: RS Staff,"Jan 15, 2015"
http://www.rookiestew.com/women-forced-eat-shit-being-modern-india-become/,"These Women Were Forced To Eat Shit For Being Witches, And Thats How Modern India Has Become",Post By: RS Staff,"Jan 15, 2015"
http://www.rookiestew.com/12-everyday-situations-we-all-can-relate-to/,12 Everyday Situations We All Can Relate To,Post By: RS Staff,"Jan 14, 2015"
http://www.rookiestew.com/one-liners-about-india-which-sad-completely-true/,9 One Liners About India Which Are Sad But Completely True,Post By: RS Staff,"Jan 13, 2015"
http://www.rookiestew.com/people-north-east-better-guy-explains-howl/,"People From The North-East Are Better Than You, This Guy Explains How",Post By: RS Staff,"Jan 13, 2015"
http://www.rookiestew.com/uproarious-vj-joses-misheard-lyrics/,This Uproarious Compilation Of VJ Joses Misheard Lyrics Would Make You Pee Your Pants,Post by – RS Staff,"Jan 12, 2015"
http://www.rookiestew.com/hilarious-episode-cassette-crash-takes-talent-show-fails-dhongi-babas/,This Hilarious Episode Of Cassette Crash Takes On Talent Show Fails And Dhongi Babas,Post By: RS Staff,"Jan 12, 2015"
http://www.rookiestew.com/things-people-stay-parents-relate/,10 Things People Who Stay With Their Parents Would Relate To,Post By: RS Staff,"Jan 10, 2015"
http://www.rookiestew.com/heart-warming-ad-teaches-beauty/,"This Heart Warming Ad Teaches That Beauty Doesnt Lie In Your Skin Or Hair,But Heart",Post By – R.S. Staff,"Jan 10, 2015"
http://www.rookiestew.com/fictitious-bollywood-products-totally-filmy-brand-taglines/,8 Fictitious Bollywood Products With Totally Filmy Brand Taglines,Post By: RS Staff,"Jan 9, 2015"
http://www.rookiestew.com/dad-convincing-daughter-getting-settled-schooled/,"This Dad Tries Convincing His Daughter Into Getting Settled, Gets Schooled",Post By: RS Staff,"Jan 9, 2015"
http://www.rookiestew.com/trigonometrically-funny-posters-take-case-math/,8 Trigonometrically Funny Posters Are Here To Take The Case Of Math,Post By: RS Staff,"Jan 8, 2015"
http://www.rookiestew.com/dad-asks-son-book-tickets-online-rest-something-gone-through/,"This Dad Asks His Son To Book Tickets Online, The Rest Is Something We All Have Gone Through",Post By: RS Staff,"Jan 8, 2015"
http://www.rookiestew.com/types-dad-exist-bollywood/,9 Types Of Dad That Exist In Bollywood,Post By: RS Staff,"Jan 7, 2015"
http://www.rookiestew.com/clever-venn-diagrams-describe-definition-ideal-india/,10 Clever Venn Diagrams That Describe The Definition Of Ideal In India,,"Jan 7, 2015"
http://www.rookiestew.com/20-year-old-girl-few-stunt-women-india-truly-hardcore/,This 20 Year Old Girl Is One Of The Few Stunt-Women In India And Shes Truly Hardcore,Post By: RS Staff,"Jan 6, 2015"
http://www.rookiestew.com/honda-just-won-the-internet-with-this-brilliant-commercial-press-r/,Honda Just Won The Internet With This Brilliant Commercial. Press R!,Post By – RS Staff,"Jan 6, 2015"
http://www.rookiestew.com/times-india-tv-crossed-threshold-stupidity/,15 Times When Indian News Channels Crossed The Threshold Of Stupidity,,"Jan 6, 2015"
http://www.rookiestew.com/figures-video-projects-horrifying-worse-figures-suicides/,"The Figures This Video Projects Are Horrifying, Whats Worse Is That These Figures Are Suicides",Post By: RS Staff,"Jan 5, 2015"
http://www.rookiestew.com/stages-grief-mind-after-losing-phone/,5 Stages Of Grief Your Mind Goes Through After Losing Your Phone,Post By: RS Staff,"Jan 5, 2015"
http://www.rookiestew.com/11-signs-dying-relationship-break-up-good/,11 Signs That Youre In A Dying Relationship And Need To Break-Up For Good,,"Jan 4, 2015"
http://www.rookiestew.com/this-guy-manhandled-his-wife-she-broke-a-lot-of-things-including-his-ego/,"This Guy Manhandled His Wife, She Broke A Lot Of Things, Including His Ego",Post by: RS Staff,"Jan 3, 2015"
http://www.rookiestew.com/10-things-a-person-disinterested-in-a-trending-sport-league-faces/,10 Things A Person Disinterested In A Trending Sport League Faces,Post By: ,"Jan 3, 2015"
http://www.rookiestew.com/a-girl-got-drunk-and-called-for-a-cabbut-the-driver-didnt-behave-as-she-expected-he-would/,"A Girl Got Drunk And Called For A Cab,But The Driver Didnt Behave As She Expected He Would",Post by – RS Staff,"Jan 2, 2015"
http://www.rookiestew.com/10-undeniable-office-situations-where-sunny-deol-dialogues-could-come-in-handy/,10 Undeniable Office Situations Where Sunny Deol Dialogues Could Come In Handy,Post By: RS Staff,"Jan 2, 2015"
http://www.rookiestew.com/10-types-of-people-you-see-at-a-new-years-eve-party/,10 Types Of People You See At A New Years Eve Party,Post By: RS Staff,"Dec 31, 2014"
http://www.rookiestew.com/types-hangover-likely-endure-crazy-new-years-eve/,5 Types Of Hangover You Are Most Likely To Endure After Going Crazy On The New Years Eve,Post By: RS Staff,"Dec 31, 2014"
http://www.rookiestew.com/things-happen-people-just-lie/,10 Things That Happen To People Who Just Cant Lie, ,"Dec 30, 2014"
http://www.rookiestew.com/single-taken-posters-totally-hit-nail-head/,10 Single vs Taken Posters That Totally Hit The Nail On The Head,,"Dec 29, 2014"
http://www.rookiestew.com/guys-give-lamest-reasons-single-new-years-eve-totally-justify/,"These Guys Give Out The Lamest Reasons Of Being Single On New Years Eve, Totally Justify It",Post By: RS Staff,"Dec 29, 2014"
http://www.rookiestew.com/reasons-himachal-pradesh-best-state-country/,9 Reasons Himachal Pradesh Is The Best State In The Country,Post By: RS Staff,"Dec 28, 2014"
http://www.rookiestew.com/now-hard-fact-reasons-crazy-beer-new-year/,Now 9 More Hard Fact Reasons To Go All Crazy With Beer This New Year,Post By: RS Staff,"Dec 27, 2014"
http://www.rookiestew.com/cover-baar-baar-dekho-shillong-chamber-choir-definitely-attention/,This Cover Of Baar Baar Dekho By Shillong Chamber Choir Definitely Needs More Attention,Post By: RS Staff,"Dec 27, 2014"
http://www.rookiestew.com/movie-trailer-movie-themed-parental-pressure-looks-very-promising/,"The Movie Trailer Of Take It Easy, A Movie Themed On Parental Pressure Is Out, Looks Very Promising",Post By: RS Staff,"Dec 26, 2014"
http://www.rookiestew.com/childhood-memories-would-leave-smile-face/,10 Childhood Memories That Would Leave A Smile On Your Face,,"Dec 26, 2014"
http://www.rookiestew.com/kinds-people-will-find-city-bus-india/,10 Kinds Of People You Will Find On A City Bus In India,,"Dec 25, 2014"
http://www.rookiestew.com/pictures-prove-jugaad-runs-veins/,14 Pictures That Prove That Jugaad Runs In Our Veins,,"Dec 24, 2014"
http://www.rookiestew.com/guys-mating-popular-bollywood-scenes-reality-laughter-express/,"These Guys Tried Mating Popular Bollywood Scenes With Reality, It Became A Laughter Express!",Post By: RS Staff,"Dec 24, 2014"
http://www.rookiestew.com/facts-christianity-india-didnt-know/,9 Facts About Christianity In India That You Didnt Know,Post By: RS Staff,"Dec 23, 2014"
http://www.rookiestew.com/people-asked-marijuana-legalized-india-gave-pretty-answers/,"These People Were Asked If Marijuana Should Be Legalized In India, Gave Pretty Rad Answers",Post By: RS Staff,"Dec 23, 2014"
http://www.rookiestew.com/these-times-humans-busy-slitting-throats-monkeys-teach-valuable-lesson-humanity/,"In These Times When Humans Are Busy Slitting Throats, Monkeys Teach Us A Valuable Lesson Of Humanity",Post By: RS Staff,"Dec 22, 2014"
http://www.rookiestew.com/reasons-believe-kids-today-most-deprived/,6 Reasons To Believe Why Kids Of Today Are The Most Deprived,Post By: RS Staff,"Dec 22, 2014"
http://www.rookiestew.com/14-iconic-bollywood-movies-copied-hollywood/,14 Iconic Bollywood Movies Which You Never Thought Were Copied From Hollywood,,"Dec 22, 2014"
http://www.rookiestew.com/desi-fied-brand-logos-definitely-smile-face/,25 Desi-Fied Brand Logos That Will Definitely Bring A Smile To Your Face,,"Dec 21, 2014"
http://www.rookiestew.com/child-paying-homage-friends-peshawar-poignant-today/,A Child Paying Homage To His Friends In Peshawar Is The Most Poignant Thing Youll See Today,Post By: RS Staff,"Dec 20, 2014"
http://www.rookiestew.com/super-hilarious-olx-ads-india-leave-splits/,10 Super- Hilarious OLX Ads From India That Would Leave You In Splits,Post By: RS Staff,"Dec 20, 2014"
http://www.rookiestew.com/everyday-struggles-telemarketing-people-through/,10 Everyday Struggles Telemarketing People Go Through,,"Dec 19, 2014"
http://www.rookiestew.com/indians-rose-fame-defying-laws-conventional-expression/,10 Indians Who Rose To Fame By Defying The Laws Of Conventional Expression, ,"Dec 19, 2014"
http://www.rookiestew.com/let-them-children-ode-peshawar/,Let Them Be Children  An Ode To Peshawar,Post By: RS Staff,"Dec 18, 2014"
http://www.rookiestew.com/men-deliver-orders-google-decided-send-them-token-gratitude/,"These Men Deliver All Your Orders, So Google Decided To Send Them A Token Of Gratitude",Post By: RS Staff,"Dec 18, 2014"
http://www.rookiestew.com/acts-barbarism-invoke-fear-only-unify-world-against/,Acts Of Barbarism Will Not Invoke Fear But Will Only Unify The World Against It,Post By: RS Staff,"Dec 17, 2014"
http://www.rookiestew.com/rj-naved-tries-convince-humanity-guns-kill-peoplepeople-kill-people/,"RJ Naved Tries To Convince Humanity That Guns Dont Kill People, People Kill People",Post By: RS Staff,"Dec 17, 2014"
http://www.rookiestew.com/clever-posters-project-delhi-metros-travelling-etiquettes-truest/,8 Clever Posters That Project Delhi Metros Travelling Etiquettes In Its Truest Form,Post By: RS Staff,"Dec 16, 2014"
http://www.rookiestew.com/signs-born-raised-delhi/,10 Signs You Are Born And Raised In Delhi,,"Dec 16, 2014"
http://www.rookiestew.com/posters-depict-ground-reality-women-safety/,6 Posters That Depict The Ground Reality Of Women Safety,Post By: RS Staff,"Dec 15, 2014"
http://www.rookiestew.com/uber-banned-hear-people-delhi-about/,"Uber Was Banned, Now Lets Hear What People From Delhi Have To Say About It",Post By: RS Staff,"Dec 15, 2014"
http://www.rookiestew.com/old-monk-purely-concocted-quotes-drink-legends/,Old Monk: Purely concocted quotes about the drink of the Legends,Post By: RS Staff,"Dec 14, 2014"
http://www.rookiestew.com/shocking-incidents-2014-india-take-lesson/,6 Shocking Incidents From 2014 That India Should Take A Lesson From,Post By; RS Staff,"Dec 13, 2014"
http://www.rookiestew.com/things-happen-when-fall-someone-already-committed/,12 Things That Happen When You Fall For Someone Whos Already Committed,,"Dec 12, 2014"
http://www.rookiestew.com/this-beautiful-short-film-by-anurag-kashyap-says-so-much-about-the-innocence-behind-child-crime/,This Beautiful Short-Film By Anurag Kashyap Says So Much About The Innocence Behind Child-Criminals,Post By: RS Staff,"Dec 12, 2014"
http://www.rookiestew.com/funny-insult-hurt-slap-your-face/,17 Funny Insults that Would Hurt More Than A Slap On Your Face,,"Dec 11, 2014"
http://www.rookiestew.com/11-unconventional-indian-superheroes-that-you-might-not-have-heard-about/,11 Unconventional Indian Superheroes that you might not have heard about,,"Dec 11, 2014"
http://www.rookiestew.com/10-ghastly-hauntingly-beautiful-pictures-indian-cannibal-aghoris/,10 Ghastly but Hauntingly Beautiful pictures of the Indian Cannibal cult of Aghoris.,,"Dec 11, 2014"
http://www.rookiestew.com/reasons-cult-bullet-just-hyped/,6 Reasons Why The Cult Of Bullet Is Just Over-hyped,Post By: RS Staff,"Dec 10, 2014"
http://www.rookiestew.com/a-summary-of-the-famous-indian-scams-goes-from-insane-to-mind-boggling-when-added-together/,A Summary Of The Famous Indian Scams Goes From Insane To Mind-Boggling When Added Together,Post By: RS Staff,"Dec 10, 2014"
http://www.rookiestew.com/foreigners-sex-related-problems-india-results-effing-hilarious/,"These Foreigners Were Shown Sex Related Problems From India, Results Are Effing Hilarious",Post By: RS Staff,"Dec 9, 2014"
http://www.rookiestew.com/things-definitely-cause-rape-india/,36 Things That Definitely Dont Cause Rape In India,Post By: RS Staff,"Dec 9, 2014"
http://www.rookiestew.com/reasons-shouldnt-insistently-whining-life-time/,5 Reasons Why You Shouldnt Be Insistently Whining About Your Life All The Time,Post By: RS Staff,"Dec 8, 2014"
http://www.rookiestew.com/reasons-indian-weddings-suck-big-time/,11 Reasons Why Indian Weddings Suck Big Time,,"Dec 7, 2014"
http://www.rookiestew.com/totally-inappropriate-pictures-india-advised-anyway/,13 Totally Inappropriate Pictures From India That You Arent Advised To See But Should Watch Anyway,,"Dec 6, 2014"
http://www.rookiestew.com/undeniable-facts-facebook-stalking-brutally-murdering-healthy-relationship/,9 Undeniable Facts Facebook Stalking Is Brutally Murdering Your Healthy Relationship,Post By: RS Staff,"Dec 6, 2014"
http://www.rookiestew.com/incredible-sex-facts-wanted-inquired/,22 Incredible Sex Facts That You Always Wanted To Know But Never Inquired About,,"Dec 6, 2014"
http://www.rookiestew.com/this-video-aptly-shows-how-crime-has-no-gender/,This Video Aptly Shows How Crime Has No Gender,Post By: RS Staff,"Dec 5, 2014"
http://www.rookiestew.com/when-the-educated-lot-was-asked-for-their-views-on-homosexuality-answers-were-actually-disappointing/,"When The Educated Lot Was Asked For Their Views On Homosexuality, Answers Were Actually Disappointing",Post By: RS Staff,"Dec 5, 2014"
http://www.rookiestew.com/guy-brings-funniest-wedding-videos-compilation-just-afford-miss/,This Guy Brings In The Funniest Wedding Videos Compilation Which You Just Cant Afford To Miss,Post By: RS Staff,"Dec 5, 2014"
http://www.rookiestew.com/everyday-disagreements-kept-couples-fighting-ages/,7 Everyday Disagreements That Have Kept Couples Fighting For Ages,Post By: RS Staff,"Dec 4, 2014"
http://www.rookiestew.com/irrefutable-facts-make-believe-staying-single/,10 Irrefutable Facts That Will Make You Believe Why Staying Single Is Not Good For You,,"Dec 4, 2014"
http://www.rookiestew.com/this-video-note-by-these-people-to-their-15-year-old-self-is-something-that-every-teenager-needs-to-see/,This Video Note By These People To Their 15 Year Old Self Is Something That Every Teenager Needs To See,Post By: RS Staff,"Dec 4, 2014"
http://www.rookiestew.com/gauhar-khan-say-the-man-slapped-her/,Heres What Gauhar Khan Has To Say About The Man Who Slapped Her,Post By: RS Staff,"Dec 3, 2014"
http://www.rookiestew.com/totally-paradoxical-men-piss-women/,9 Totally Paradoxical Things That Men Do To Piss Women Off,Post By: RS Staff,"Dec 2, 2014"
http://www.rookiestew.com/wrong-with-you-come-work-with-us/,Do People Keep Telling That Theres Something Wrong With You? Come Work With Us, RS Staff,"Dec 2, 2014"
http://www.rookiestew.com/girls-asked-wanted-virgin-husband-sensible-answers-guys/,"Girls Were Asked If They Wanted A Virgin Husband, Gave More Sensible Answers Than Guys Did",Post By: RS Staff,"Dec 2, 2014"
http://www.rookiestew.com/this-45-seconds-long-video-describes-how-aids-patients-are-treated-in-india/,This 45 Seconds Long Video Describes How AIDS Patients Are Treated In India,Post By: RS Staff,"Dec 1, 2014"
http://www.rookiestew.com/8-sings-dating-perfect-person-world/,8 Signs You Are Dating The Most Perfect Person In The World,Post By: RS Staff,"Dec 1, 2014"
http://www.rookiestew.com/10-habits-indian-mother-shares-love-hate-reason/,"10 Habits Every Indian Mother Shares, That Makes You Either Love Her OR Hate Her For The Same Reason",,"Nov 30, 2014"
http://www.rookiestew.com/7-reasons-why-friends-with-benefits-relationships-always-go-kaput/,7 Reasons Why Friends With Benefits Relationships Always Go Kaput,Post By: RS Staff,"Nov 30, 2014"
http://www.rookiestew.com/signs-time-break-with-best-friend/,9 Signs Its Time To Break Up With Your Best Friend,Post By: RS Staff,"Nov 29, 2014"
http://www.rookiestew.com/girl-eve-teased-four-guys-night-saves-repulsed/,"A Girl Gets Eve-Teased By Four Guys At Night But When One Of Them Saves Her, Shes Repulsed",Post By: RS Staff,"Nov 29, 2014"
http://www.rookiestew.com/10-signs-you-chose-the-wrong-person-to-be-friends-with/,10 Signs You Chose The Wrong Person To Be Friends With,,"Nov 28, 2014"
http://www.rookiestew.com/reasons-need-buy-car-save-relationship/,8 Reasons Why You Need To Buy A Car To Save Your Relationship,Post By: RS Staff,"Nov 27, 2014"
http://www.rookiestew.com/a-girl-beats-a-guy-in-public-everybody-applauds-but-a-guy-does-itthey-lose-it/,"A Girl Beats A Guy In Public, Everybody Applauds But A Guy Does It,They Lose It..",Post By: RS Staff,"Nov 27, 2014"
http://www.rookiestew.com/guy-hugging-arent-slams-indian-hypocrisy/,A Guy Hugging His Female Friend Is Wrong But These Things Arent. A Video That Slams Indian Hypocrisy,Post By: RS Staff,"Nov 26, 2014"
http://www.rookiestew.com/signs-love-your-camera/,11 Signs You Are In Love With Your Camera,,"Nov 25, 2014"
http://www.rookiestew.com/dad-daughter-learn-facebook-relate-happened-next/,"A Dad Asks His Daughter To Help Him Learn Facebook, We Bet You All Can Relate With What Happened Next",Post By: RS Staff,"Nov 25, 2014"
http://www.rookiestew.com/reasons-why-blessing-childhood-sweetheart/,10 Reasons Why Its A Blessing To Be With A Childhood Sweetheart,,"Nov 24, 2014"
http://www.rookiestew.com/open-letter-monstrous-parents-killed-honour/,An Open Letter To The Monstrous Parents Who Killed For Honour,Post by : Arunima Gururani,"Nov 24, 2014"
http://www.rookiestew.com/how-do-girls-pick-up-guys-kanan-went-out-on-the-streets-to-find-answers-this-is-what-he-got/,"How Do Girls Pick Up Guys? Kanan Went Out On the Streets To Find Answers, This is What He Got",Post By: RS Staff,"Nov 24, 2014"
http://www.rookiestew.com/things-closest-friends-still-remain-alive-speak-about/,10 Things That Only Your Closest Of Friends Can Do To You And Still Remain Alive To Speak About It,,"Nov 23, 2014"
http://www.rookiestew.com/11-things-prove-troubled-relationship-mathematics/,11 Things that Prove You Had A Troubled Relationship With Mathematics,,"Nov 22, 2014"
http://www.rookiestew.com/clash-of-the-generations-of-teens-and-the-elders-editorial/,Clash Of The Generations: Of Teens And The Elders (Editorial),Post By: RS Staff,"Nov 22, 2014"
http://www.rookiestew.com/10-reasons-to-not-date-a-writer/,10 Reasons To Not Date A Writer,,"Nov 21, 2014"
http://www.rookiestew.com/breaking-points-shattered-relationships-shake/,8 Breaking-Points That Shattered These Relationships Might Shake You Up,Post By: RS Staff,"Nov 20, 2014"
http://www.rookiestew.com/super-funny-sketch-mocking-sex-education-india-today/,This Super Funny Sketch Mocking Sex Education In India Is The Most Sexless Thing Youll See Today,Post By: RS Staff,"Nov 20, 2014"
http://www.rookiestew.com/stereotypes-indian-man-comply-with/,9 Stereotypes That An Indian Man Has To Comply With,Post By: RS Staff,"Nov 19, 2014"
http://www.rookiestew.com/18-terribly-tiny-tales-speak-lucidly-modern-day-relationships/,18 Terribly Tiny Tales That Speak Lucidly About Modern Day Relationships,,"Nov 19, 2014"
http://www.rookiestew.com/13-things-happen-best-friends/,13 Things that happen when you date your Best Friend,,"Nov 18, 2014"
http://www.rookiestew.com/stand-up-comedian-smooth-escape-girlfriends-episode-mad-rage/,This Stand-Up Comedian Explains A Smooth Way To Escape Your Girlfriends Episode Of Mad Rage,Post By: RS Staff,"Nov 18, 2014"
http://www.rookiestew.com/beautiful-songs-celebrate-shades-love-music/,7 Beautiful Songs That Celebrate The Different Shades Of Love Through Music,Post By: RS Staff,"Nov 17, 2014"
http://www.rookiestew.com/9-things-treasure-single-man-city/,9 Things You Treasure As A Single Man Living In The City,,"Nov 17, 2014"
http://www.rookiestew.com/12-annoying-people-good-english-country/,12 Annoying Things That People With Good English Go Through In Our Country,,"Nov 16, 2014"
http://www.rookiestew.com/indians-definitely-arrested-molesting-photoshop/,10 Indians Who Should Definitely Be Arrested For Molesting Photoshop,Post By: RS Staff,"Nov 15, 2014"
http://www.rookiestew.com/mumbai-based-start-up-mission-clean-india-generate-jobs/,This Mumbai Based Start-Up Is On A Mission To Clean India Up And Also Generate Jobs While They Are At It,Post By: RS Staff,"Nov 15, 2014"
http://www.rookiestew.com/turn-your-special-friendships-into-movies-with-facebooks-say-thanks-video/,Turn Your Special Friendships Into Movies With Facebooks Say Thanks Video.,Post By: RS Staff,"Nov 14, 2014"
http://www.rookiestew.com/heart-warming-encourages-never-go-off-inner-child/,This Heart-Warming Video Encourages You To Never Let Go Off Your Inner Child,Post By: RS Staff,"Nov 14, 2014"
http://www.rookiestew.com/15-things-that-indian-girls-want-you-to-get-straight/,15 Things That Indian Girls Want You To Get Straight,Post By: RS Staff,"Nov 14, 2014"
http://www.rookiestew.com/7-myths-associated-to-snakes-that-are-still-prevalent-in-india/,7 Myths Associated To Snakes That Are Still Prevalent In India,Post By: RS Staff,"Nov 13, 2014"
http://www.rookiestew.com/tvf-arnub-interviewed-ranveer-singh-parineeti-ali-zafar-laugh-riot/,"When TVFs Arnub Interviewed Ranveer Singh, Parineeti And Ali Zafar, It Was A Laugh Riot",Post By: RS Staff,"Nov 13, 2014"
http://www.rookiestew.com/portrayal-indian-girlfriend-world-seems-wrong/,This Portrayal Of Every Indian Girlfriend In The World Seems Wrong? Judge It Yourself,Post By: RS Staff,"Nov 12, 2014"
http://www.rookiestew.com/10-reasons-that-advocate-the-perks-of-reading/,10 Reasons That Advocate The Perks Of Reading,,"Nov 11, 2014"
http://www.rookiestew.com/9-things-that-india-is-eagerly-waiting-for/,9 Things That India is Eagerly Waiting For,Post By: RS Staff,"Nov 10, 2014"
