Request URL,title,publisher,date
http://www.rookiestew.com/signs-prove-slave-online-shopping-addiction/,13 Signs That Prove Youre A Slave To Online Shopping Addiction,Post By: RS Staff,"Mar 17, 2015"
http://www.rookiestew.com/10-lesser-known-indian-islands-are-waiting-explored/,10 Lesser Known Indian Islands That Are Waiting To Be Explored,Post By: RS Staff,"Mar 17, 2015"
http://www.rookiestew.com/18-things-stepped-brutal-corporate-world/,18 Things That Happened After You Stepped Into This Brutal Corporate World,,"Mar 17, 2015"
http://www.rookiestew.com/heart-warming-pictures-from-first-indosbian-wedding-celebration-love/,13 Heart-Warming Pictures From The First Indo-US Lesbian Wedding Are A Celebration Of Love,Post By: RS Staff,"Mar 16, 2015"
http://www.rookiestew.com/short-love-story-cute-will-make-replay-over-over/,This Short Love Story Is So Cute That It Will Make You Replay It Over and Over,Post By: RS Staff,"Mar 16, 2015"
http://www.rookiestew.com/parents-named-bhateri-many-being-5th-girlchild-family-someone-intervened/,Her Parents Named Her Bhateri (Too Many) For Being The 5th Girlchild In The Family Then Someone Intervened,Post By: RS Staff,"Mar 16, 2015"
http://www.rookiestew.com/not-hatethis-video-features-10-things-that-pakistan-appreciates-about-india/,"Not Hate,This Video Features 10 Things That Pakistan Appreciates About India",Post By – RS Staff,"Mar 14, 2015"
http://www.rookiestew.com/uber-cool-calendar-acid-attack-victims-most-rad-thing-youll-see/,This Uber-Cool Calendar By Acid Attack Victims Is The Most Rad Thing Youll See,Post By: RS Staff,"Mar 13, 2015"
http://www.rookiestew.com/this-guy-pleading-to-get-scoopwhoop-banned-will-make-you-feel-better-about-yourself/,This Guy Pleading To Get ScoopWhoop Banned Will Make You Feel Better About Yourself,Post By – RS Staff,"Mar 13, 2015"
http://www.rookiestew.com/this-parody-video-of-how-apple-came-up-with-the-new-macbook-will-make-you-cry/,This Parody Video Of How Apple Came Up With The New MacBook Will Make You Cry,Post By – RS Staff,"Mar 13, 2015"
http://www.rookiestew.com/this-video-is-the-cherry-on-the-cake/,This Hilarious Video Lists A Bunch Of Things That Would Be Added To The Banned List Next,Post By – RS Staff,"Mar 12, 2015"
http://www.rookiestew.com/posters-dedicated-to-peshawar-attack-will-stir-your-soul/,9 Posters Dedicated To The Peshawar Attack Will Stir Your Soul,Post By: RS Staff,"Mar 12, 2015"
http://www.rookiestew.com/this-super-funny-video-explains-why-india-is-a-country-of-ban-chods/,This Super-Funny Video Explains Why India Is A Country Of Ban-Chods,Post By – RS Staff,"Mar 12, 2015"
http://www.rookiestew.com/this-hilarious-take-on-the-type-of-cricket-fans-in-india-will-help-you-tell-one-from-another/,This Hilarious Take On The Type Of Cricket Fans In India Will Help You Tell One From Another,Post By – RS Staff,"Mar 11, 2015"
http://www.rookiestew.com/posters-aptly-describe-life-metro/,7 Posters That Aptly Describe Life In A Metro,Post By: RS Staff,"Mar 11, 2015"
http://www.rookiestew.com/drunk-bolero-driver-mows-down-half-a-dozen-men-celebrating-holi-in-this-shocking-video/,Drunk Bolero Driver Mows Down Half A Dozen Men Celebrating Holi In This Shocking Video,Post By: RS Staff,"Mar 10, 2015"
http://www.rookiestew.com/whod-played-harry-potter-made-bollywood/,Whod Have Played What If Harry Potter Were Made In Bollywood,,"Mar 10, 2015"
http://www.rookiestew.com/baloon-sellers-heart-warming-story-change-way-things/,This Baloon Sellers Heart Warming Story Will Change The Way You See Things,Post By: RS Staff,"Mar 10, 2015"
http://www.rookiestew.com/scene-spiderman-movie-dubbed-punjabi-proves-most-epic-language-ever/,This Scene From The Spiderman Movie Dubbed In Punjabi Proves Its The Most Epic Language Ever,Post By: RS Staff,"Mar 9, 2015"
http://www.rookiestew.com/filly-rants-about-everyday-romantic-troubles-indian-girl-hilariously-cute/,This Filly Rants About The Everyday Romantic Troubles Of An Indian Girl And Its Hilariously Cute,Post By: RS Staff,"Mar 9, 2015"
http://www.rookiestew.com/this-video-is-a-reminder-of-the-awesomeness-that-every-woman-encapsulates/,This Video Is A Reminder Of The Awesomeness That Every Woman Encapsulates,Post By: RS Staff,"Mar 8, 2015"
http://www.rookiestew.com/cleaning-streets-bangalore-inspiring-thousands-others-follow-lead/,This Anonymous Group Is Cleaning Streets Of Bangalore And Inspiring Thousands Of Others To Follow The Lead,,"Mar 7, 2015"
http://www.rookiestew.com/long-lost-distant-relatives-holi-unaware/,"Holi Hai- Long lost distant relatives of Holi that you were unaware of, until now!",Post By: RS Staff,"Mar 6, 2015"
http://www.rookiestew.com/holi-hai-10-must-have-songs-playlist/,Holi Hai! 10 must have Holi songs on your playlist, ,"Mar 6, 2015"
http://www.rookiestew.com/mysterious-facts-probably-didnt-know-festival-colors-holi/,9 Mysterious Facts You Probably Didnt Know About The Festival of Colors Holi,Post By: RS Staff,"Mar 5, 2015"
http://www.rookiestew.com/this-mauka-mauka-spoof-is-the-best-holi-video-youll-watch-this-season/,This Mauka Mauka Spoof Is The Best Holi Video Youll Watch This Season,Post By – RS Staff,"Mar 5, 2015"
http://www.rookiestew.com/javed-akhtar-and-kirron-kher-spoke-about-the-nirbhaya-documentary-and-their-comments-are-only-justified/,Javed Akhtar And Kirron Kher Spoke About The Nirbhaya Documentary And Their Comments Are Only Justified,Post By: RS Staff,"Mar 5, 2015"
